"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 20 23:14:52 CST 2020","Wed May 20 23:15:01 CST 2020","9106","test_case","test_login","TestLogin","","","登录用例",""
